comparison,area_sqkm,area_ha
2016_vs_2024,0.016420154693603514,1.6420154693603515
2017_vs_2024,0.016420154693603514,1.6420154693603515
2018_vs_2024,51.12219831126167,5112.219831126167
2019_vs_2024,12.545542062503976,1254.5542062503978
2020_vs_2024,22.077865182299384,2207.7865182299383
2021_vs_2024,14.376087726156527,1437.6087726156527
2022_vs_2024,16.031240001279674,1603.1240001279673
2023_vs_2024,8.79066999138091,879.066999138091
